borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
MANHATTAN,day,2,0.3365328470976475,14.333348601206866
BROOKLYN,day,2,0.14070666782819344,14.036041457588407
BROOKLYN,day,2,0.10168546952725173,12.438290066146932
MANHATTAN,day,2,0.41558435465861676,14.21459159799632
QUEENS,day,3,0.3173178053792945,11.148082156326073
BROOKLYN,day,3,0.1560859525442671,11.113478252390754
BRONX,night,5,0.2615754632443001,9.82615470351096
BRONX,night,2,0.21204900844115304,15.060974950549898
MANHATTAN,day,3,0.9233905425556334,15.934190570761297
QUEENS,night,4,0.22624049211325203,10.492916487785806
BROOKLYN,day,3,0.5838836175889113,13.383205691402836
BRONX,day,2,0.6337953596009481,17.174572328222965
MANHATTAN,day,2,0.5891405119377704,16.38213663039101
QUEENS,day,1,0.18915079079438918,13.367885318535595
QUEENS,day,2,0.3869185255754961,15.274567834657816
MANHATTAN,day,4,0.14614329921683794,10.345624318375332
MANHATTAN,day,1,0.4561029226866844,17.48551225584021
QUEENS,night,2,0.2697390381444328,10.889316842871164
QUEENS,day,4,0.6054692799559418,13.67141195342179
BROOKLYN,day,4,0.7235275544641905,15.088019329420167
QUEENS,day,3,0.5789078741842358,13.96945059533511
BROOKLYN,day,3,0.4908130269502562,12.357187545549754
QUEENS,day,3,0.44860007877102315,14.567143526013364
MANHATTAN,night,2,0.8575225912873033,18.074380779734522
BRONX,day,3,0.2974312585587431,12.089279040511123
MANHATTAN,day,3,0.760796505575982,19.419630153875318
BROOKLYN,day,5,0.7817340922661071,12.036907866798622
MANHATTAN,day,1,0.4772800065436611,18.892971997445596
MANHATTAN,day,3,0.36757053930307537,14.76371921996913
BROOKLYN,day,2,0.5234873374413778,16.470874324825058
MANHATTAN,day,3,0.18389253330342864,13.233702117537698
BRONX,day,1,0.141337029006181,15.270356962807215
MANHATTAN,day,2,0.20044287950670261,14.929207425922215
BROOKLYN,night,4,0.26843052831600356,11.082496403522752
BROOKLYN,day,3,0.5537591383042387,16.412974147910443
MANHATTAN,night,3,0.8642229725450099,15.742256648583432
MANHATTAN,night,2,0.31207809879971826,16.55425736701662
BROOKLYN,day,2,0.9416458096721002,19.707508521293715
BROOKLYN,day,3,0.9594171180415031,18.07429021286505
BROOKLYN,day,4,0.9630141443606847,16.999967251512604
BROOKLYN,night,5,0.8538064612086914,13.238622723534423
BROOKLYN,day,3,0.4274425367179485,11.535607597674414
MANHATTAN,night,3,0.16541551990236075,12.688449687707962
BROOKLYN,night,4,0.6119368585898454,12.18815651968453
STATEN ISLAND,night,3,0.6028132995435104,12.44005539520314
BROOKLYN,day,3,0.864978190398636,15.13145462899224
QUEENS,day,2,0.9963919458514947,17.703733817902112
BROOKLYN,night,4,0.5573415759041328,12.306771810596723
QUEENS,day,3,0.4106836279358058,10.016359785670213
QUEENS,day,4,0.2673115404006403,11.177791306142908
BROOKLYN,night,4,0.10431984233563367,12.742465204787477
STATEN ISLAND,day,2,0.5582023232399913,15.35579973325549
MANHATTAN,night,4,0.5999668000323362,13.756275452369112
MANHATTAN,night,4,0.8424446318356577,15.510194432120317
QUEENS,day,2,0.5541192711035205,14.896592220557071
BRONX,night,2,0.9248215137994509,18.41938974033678
MANHATTAN,day,1,0.665275128914292,19.179878625055018
MANHATTAN,day,3,0.8563026143989748,16.256708877115383
MANHATTAN,day,3,0.23347156132697242,15.237031215362718
MANHATTAN,day,3,0.8698025172720832,15.569131279416814
QUEENS,day,2,0.7076294689994636,17.26158940032961
BROOKLYN,day,4,0.25320972919449747,10.924426086983196
BROOKLYN,day,2,0.2707872023314098,16.641114993233057
BROOKLYN,day,2,0.9338505571397991,19.07906614050656
MANHATTAN,night,3,0.1289938244053356,12.106573214014784
MANHATTAN,night,3,0.5162814489661355,14.758580780158482
QUEENS,day,2,0.38212776094069145,14.331718479538209
STATEN ISLAND,day,2,0.6985696959985852,14.169354189995124
BRONX,day,2,0.8556664488120928,16.94158848713711
MANHATTAN,day,4,0.4243403094009126,10.716279248075704
BRONX,night,4,0.4842118785905535,11.139804932789684
QUEENS,night,3,0.9837260060512728,16.706906817325812
QUEENS,day,4,0.8055248587112825,14.19612164076476
BROOKLYN,day,4,0.9074837178386123,12.923448531955298
BROOKLYN,day,2,0.49488599858646676,15.652104947158994
BROOKLYN,day,5,0.3106685835857037,10.495437734293635
MANHATTAN,day,4,0.4706771188478065,12.96390664045926
MANHATTAN,night,2,0.7444827260483622,17.378591344380997
MANHATTAN,night,2,0.1984873643523814,14.095574494232624
BROOKLYN,day,2,0.34342219505485794,14.183328241883912
QUEENS,day,2,0.14197231041543135,11.958743346770635
BROOKLYN,night,4,0.4891129645043184,12.787822499571888
MANHATTAN,day,3,0.8447011623816519,19.959783428763277
STATEN ISLAND,day,4,0.12219731946820972,7.701842676257142
BRONX,day,4,0.7077911741264494,13.318871472628208
QUEENS,night,3,0.9392462870623657,16.243063338655098
STATEN ISLAND,day,3,0.31323507536006406,10.611202668610463
BROOKLYN,night,1,0.7242713566548833,20.225646782484855
STATEN ISLAND,night,2,0.9775917109901803,14.509283673468447
MANHATTAN,night,3,0.9660502541372169,17.342055647437498
BROOKLYN,night,1,0.31143627372622895,17.206312262804442
MANHATTAN,day,1,0.19029794789086185,15.784023491224245
MANHATTAN,day,4,0.23345428410632435,10.632446096070758
MANHATTAN,night,3,0.731832101633928,16.98581676594705
QUEENS,night,2,0.753182987907948,17.783301303878247
QUEENS,day,3,0.7068129054653791,15.047046419783033
BROOKLYN,day,4,0.40247054896801426,11.054594136516634
MANHATTAN,night,2,0.25279924578230994,15.490639080567107
BRONX,night,1,0.6226849827570278,17.464993227590934
QUEENS,day,5,0.5353124011820799,11.373754865956114
BROOKLYN,day,2,0.755950732410073,19.293590422493384
QUEENS,day,2,0.4972240708170593,11.905264353484649
MANHATTAN,day,3,0.40477572521782157,14.464323181750599
BROOKLYN,day,4,0.36413071962311294,9.68396895321308
BRONX,day,2,0.2903232880447719,17.11724767468674
MANHATTAN,day,2,0.3391717385679953,14.942866860136542
BROOKLYN,day,2,0.18534739495969121,14.70040595742844
BRONX,night,5,0.4121713098360006,10.13673328242013
QUEENS,night,2,0.13291283112666238,11.700231905460434
MANHATTAN,day,3,0.2677724624496941,12.334057349310099
MANHATTAN,day,5,0.7720934001574862,15.42142210874457
MANHATTAN,night,2,0.3929220898089604,17.001119255972217
QUEENS,day,5,0.7014133152796095,13.891487454170537
BROOKLYN,night,5,0.7451957580375496,12.710316429433313
MANHATTAN,night,4,0.6230668084589022,14.495437800478063
STATEN ISLAND,day,2,0.9628279672288586,16.937751908201236
BROOKLYN,night,3,0.11929587996080193,11.430924576007202
MANHATTAN,day,4,0.7647873855293279,13.820853686967789
BROOKLYN,day,5,0.9629079795463672,14.15971409616061
QUEENS,day,2,0.8760445564176453,16.54719370285126
MANHATTAN,day,4,0.251103422624512,12.262462953656371
MANHATTAN,night,2,0.3941382756265589,16.065911054348884
BRONX,day,2,0.25520665588881886,14.30406171568819
BROOKLYN,day,3,0.6411775274332336,17.17780985594429
BROOKLYN,day,4,0.7409691837815431,14.171038154861321
BROOKLYN,night,3,0.3853663924267524,14.412953954198006
MANHATTAN,day,3,0.5855559165858659,17.967924814710827
MANHATTAN,day,5,0.7218285130640755,14.759825818070547
BROOKLYN,night,3,0.4792058349499435,15.498641565320447
MANHATTAN,day,3,0.8686139774099134,16.97796499453984
MANHATTAN,night,3,0.7943949417590354,17.139138788115083
BRONX,day,3,0.1581989894655136,10.146361881089907
STATEN ISLAND,night,3,0.6590127691817461,14.282280280838647
QUEENS,night,5,0.3117929958637746,9.356006686251146
BRONX,day,3,0.6017664382005478,14.639543998490977
MANHATTAN,day,4,0.9611995983696696,17.580431135294283
STATEN ISLAND,night,1,0.8911558040970251,16.94318293972139
MANHATTAN,day,2,0.4640647628036185,18.278256379615936
STATEN ISLAND,night,3,0.36236247250991804,12.837473696842807
STATEN ISLAND,day,1,0.3109651699674331,14.536512829205945
QUEENS,day,2,0.5792633827808681,15.38673648269477
STATEN ISLAND,day,3,0.20282360793225068,11.295086909857941
BROOKLYN,night,1,0.5943475073154237,19.88828027602679
MANHATTAN,day,2,0.10120027554171282,14.079731053449148
BROOKLYN,night,3,0.3914646676712603,13.717357422238264
BROOKLYN,night,3,0.29794088244752315,12.958357909059945
MANHATTAN,day,5,0.9740969109647039,16.970058856512342
QUEENS,day,3,0.7545180876129811,14.661707845959949
STATEN ISLAND,night,3,0.414688042416014,12.060063157361204
MANHATTAN,day,5,0.18356057787755847,11.449266541317323
QUEENS,night,4,0.5651205352215616,12.449696479275588
BRONX,day,2,0.2921030931934381,15.563140737811974
BRONX,day,2,0.5827865913085221,14.994576775221843
STATEN ISLAND,night,3,0.8518261187610032,14.690518745992302
BROOKLYN,day,3,0.6542132968912469,17.03370727592138
STATEN ISLAND,day,4,0.670409577590502,11.346054595422007
QUEENS,day,4,0.5869272601565303,12.233468343293799
MANHATTAN,day,3,0.9345390693682682,18.082526227963516
BROOKLYN,day,5,0.9387124159785429,12.714645282268945
QUEENS,night,3,0.561450880966197,13.352858583934005
MANHATTAN,day,2,0.375183538429154,15.873857017980269
QUEENS,day,4,0.5136283052914995,11.9946020653891
QUEENS,night,2,0.26790212097605415,15.077786211348915
MANHATTAN,day,4,0.6727098837862804,16.32236287840953
BROOKLYN,day,5,0.5500831022040099,10.348238317924972
QUEENS,night,3,0.1929704300319519,11.587830018208674
BROOKLYN,night,3,0.2778830030076538,13.615337489659467
MANHATTAN,day,3,0.5316687605795741,16.97546390272627
MANHATTAN,day,3,0.8988300916469725,18.40458395248588
BROOKLYN,day,3,0.6097516485679877,15.312481797602718
BRONX,day,3,0.7133815001876237,16.13683078959871
MANHATTAN,day,4,0.40512569476951876,13.541839617205383
QUEENS,day,3,0.6142702537398108,13.079499498567527
MANHATTAN,day,2,0.5026418403742607,16.79853051344022
BROOKLYN,day,3,0.6932169213608446,17.25690318187192
BRONX,day,4,0.14551800947110935,9.797038939129406
QUEENS,night,3,0.5439701946150632,13.891142236054844
MANHATTAN,day,3,0.36639336262957023,13.79053711766098
BROOKLYN,day,4,0.3935665551501183,9.18155121374752
MANHATTAN,day,3,0.9648256884022552,17.996075187296274
BROOKLYN,day,3,0.2644253314402445,13.080914971145036
QUEENS,night,4,0.3801207273207372,10.455792658527708
MANHATTAN,day,2,0.5589033181577846,15.547307229363927
MANHATTAN,day,5,0.8767242533346613,13.14197989493732
BROOKLYN,day,2,0.47500307488573346,16.604545126119948
BRONX,night,1,0.769478752799354,21.268641620852087
STATEN ISLAND,day,4,0.8707366883933221,15.118708483643111
MANHATTAN,day,2,0.3790147202396641,14.150380475761155
QUEENS,day,4,0.453475165184839,12.573141346362297
BROOKLYN,day,4,0.4209006013195207,11.340059057605735
BROOKLYN,day,4,0.849570227756129,14.223486005404308
QUEENS,day,5,0.13991217575824105,7.355058424863026
BRONX,night,2,0.377578979945812,15.601543709474296
STATEN ISLAND,night,4,0.7114677018356169,13.575644113670355
BROOKLYN,day,2,0.6088991496088084,16.44020718692151
BROOKLYN,day,3,0.4926604233643249,14.105007862658482
QUEENS,day,4,0.5859534044992459,12.96581362112805
MANHATTAN,night,3,0.2778261272454865,14.187463274524752
BROOKLYN,day,3,0.4876449594472093,15.581163084517094
BROOKLYN,night,3,0.5515326857587142,13.043716086820604
QUEENS,day,3,0.9110702097591414,16.145989171199254
MANHATTAN,day,5,0.3347516465235787,9.394256451333849
MANHATTAN,day,1,0.8810456519484393,20.56566600278877
BRONX,day,3,0.6798172607433837,14.84740184961508
MANHATTAN,night,4,0.1183067479608409,10.812894517062222
BROOKLYN,night,3,0.7521682032094542,14.929401855128814
MANHATTAN,day,1,0.13199668979414958,13.973230731813057
MANHATTAN,day,3,0.9976430141324317,15.671354559802923
MANHATTAN,night,2,0.8853730189220781,18.8975084378757
MANHATTAN,night,2,0.3676093727860411,15.172259596109742
BRONX,day,4,0.3316701071770349,10.444730498886134
MANHATTAN,day,3,0.4432969738950481,16.168488485715805
STATEN ISLAND,day,5,0.4205502687829987,7.902250922935118
BROOKLYN,day,4,0.43510403654684293,13.928377136121043
BROOKLYN,day,3,0.38644889150753237,15.460530287922069
BROOKLYN,day,1,0.6590200661634983,16.14254986991548
BROOKLYN,day,3,0.24783729734856158,12.721800183564413
QUEENS,day,2,0.8613831632014118,16.91935477180599
MANHATTAN,day,5,0.8311622356281838,10.408389797922476
BROOKLYN,night,2,0.5288348870697434,14.303857262271233
BRONX,night,2,0.8674569687506929,18.868393625409674
BRONX,day,3,0.32243056302726397,15.218837762930733
BRONX,night,2,0.11580891013357025,14.135971687107306
BROOKLYN,night,2,0.6572871325268407,17.26072532844004
QUEENS,day,3,0.5121184662682439,13.503171172786278
BROOKLYN,day,1,0.6104480916662836,20.187108093408582
BROOKLYN,night,1,0.9094054681165628,22.689022585106827
MANHATTAN,night,3,0.9729330162093491,17.319853389931748
BROOKLYN,night,4,0.6710078257800427,11.36156699519793
MANHATTAN,night,3,0.7876500308671945,14.301900244711323
BROOKLYN,day,3,0.17542759013844783,13.726536526491673
BRONX,day,3,0.24464402640235505,12.233715922686043
MANHATTAN,day,3,0.759884324457679,16.859138401525374
MANHATTAN,day,5,0.4882289107492017,9.524706728321755
MANHATTAN,day,1,0.5013687433639652,17.255070136519617
BRONX,day,3,0.37774691347189293,12.800777960886364
BROOKLYN,day,4,0.6466207451299694,13.852440903381686
BROOKLYN,night,4,0.26664854087458234,10.654905068988274
BRONX,day,2,0.6642246513825061,15.372668796024678
BRONX,day,2,0.2564189714217157,13.025242923118125
BROOKLYN,day,4,0.15744343123874224,11.873370246188506
QUEENS,day,1,0.3973219198291549,16.276334022413707
QUEENS,night,4,0.3080263078088629,11.336759169104269
QUEENS,night,4,0.9000924747006991,13.371952512501748
MANHATTAN,night,4,0.14945810848176394,7.526889522650716
BRONX,day,2,0.2589523233167106,13.355464933297224
BROOKLYN,day,4,0.5938476450247445,12.220125027350246
MANHATTAN,day,3,0.5329604717627263,15.583057788811415
BROOKLYN,day,4,0.1412668165372314,14.261102763910214
MANHATTAN,night,1,0.10652718521363003,16.426625925030503
MANHATTAN,night,1,0.9892611477650349,24.613349651732914
QUEENS,night,3,0.6929512303229544,15.386706631506541
MANHATTAN,day,2,0.42886551781140114,15.33176238068685
BROOKLYN,night,3,0.5233890228969172,14.819527942575021
BROOKLYN,day,5,0.3398951084088583,12.14608452403083
MANHATTAN,night,3,0.4103864053238888,16.562986750190763
STATEN ISLAND,day,4,0.6841400205413926,11.556505291867357
MANHATTAN,day,1,0.8945306189806337,21.01826945821328
BROOKLYN,day,2,0.26571702077306636,12.61204037941956
BROOKLYN,night,1,0.8563253548467868,20.755717156133834
MANHATTAN,day,2,0.20940096656644216,16.525131921548947
MANHATTAN,day,5,0.29349300122955213,10.45546385293131
QUEENS,night,1,0.1334577592446814,13.466614569858274
STATEN ISLAND,day,3,0.22673067588369952,11.30590653477712
MANHATTAN,day,3,0.9255728309176455,18.217174238600492
QUEENS,day,5,0.5134948719565408,10.43508926593706
QUEENS,day,2,0.1698992756005182,13.118803440606513
BRONX,night,2,0.9637541542350652,18.355824181964678
BROOKLYN,night,1,0.8910930769827851,21.187250914259792
BROOKLYN,day,3,0.7792142687813272,16.94836568127678
BROOKLYN,night,2,0.9401255127528021,17.531092056320237
QUEENS,day,4,0.2981164787521877,9.325048388098907
BRONX,day,3,0.8527323637090777,15.937511063677128
MANHATTAN,day,3,0.7209920767188756,17.270653047598906
BROOKLYN,day,3,0.8827833246109195,16.915760506639952
BRONX,day,1,0.8172204091683668,18.4401521674472
BRONX,night,3,0.4118455568591425,13.690818435655423
STATEN ISLAND,night,5,0.79695868331553,10.983258818124217
QUEENS,day,4,0.33621067268640126,11.841953124730566
BROOKLYN,day,4,0.3957329467252494,12.371934275794578
BROOKLYN,night,4,0.19711514550067855,10.302914620811839
QUEENS,night,2,0.9415689543824218,18.198020729941497
MANHATTAN,night,2,0.36190302706025346,17.230427347320692
BROOKLYN,day,1,0.5685602186543066,17.21208532939734
QUEENS,night,2,0.45219955281957336,15.22248547130382
MANHATTAN,day,2,0.9639353085251514,19.48102709685429
QUEENS,day,3,0.4015442538446342,13.322418070624641
BROOKLYN,day,3,0.8006912392804201,15.419015125407853
STATEN ISLAND,day,4,0.869874539168062,13.586587024383652
MANHATTAN,day,4,0.4920458477328693,14.627685949163812
MANHATTAN,day,5,0.4403546330076381,10.237896737054319
QUEENS,day,1,0.7729712388393651,16.829026928465773
MANHATTAN,night,1,0.9216063822756106,19.340694807407115
QUEENS,day,3,0.7794385597650144,13.861555602232366
QUEENS,day,2,0.30441372903267905,14.493077184183612
MANHATTAN,day,2,0.8994769726939348,17.45956869947202
BROOKLYN,night,2,0.4488235006931498,15.159878340813238
BROOKLYN,day,2,0.6186064706001408,17.362889222873765
BROOKLYN,day,3,0.8482920573634399,17.013889245520673
BRONX,day,3,0.26955529066044304,11.989438613337898
BRONX,night,3,0.8060591221097978,16.16849277181981
QUEENS,night,3,0.6365465181196097,14.466126763462544
QUEENS,day,3,0.9040074776448473,15.806959458033685
BROOKLYN,day,2,0.2547733616591887,14.003025188399231
BRONX,night,2,0.4786140133368356,18.093504008397783
QUEENS,day,2,0.8495587835801537,18.29330517798856
QUEENS,day,4,0.11730853311108416,12.339286566236618
BRONX,day,4,0.2009812300890786,9.810022236074408
MANHATTAN,day,3,0.9915086914810612,18.04284657836112
BRONX,day,2,0.35235476073131555,12.991755026421576
MANHATTAN,day,3,0.977988874351558,17.085447520777638
BROOKLYN,night,3,0.26427839590780655,15.000105351795744
BROOKLYN,night,3,0.4249849987066021,13.135961343782807
STATEN ISLAND,day,3,0.7775825000532136,16.75742381051924
BRONX,night,3,0.6920005665143606,13.705968969527476
QUEENS,day,3,0.62301015993615,12.985403198697043
QUEENS,day,4,0.5769092582245068,11.940432713231187
BROOKLYN,day,2,0.8590963992982662,18.107626689423718
BRONX,night,4,0.31145370655005344,12.232153843515501
BROOKLYN,night,2,0.4982238342941666,16.379379423535603
BROOKLYN,night,1,0.23990706294081157,15.259817600302444
MANHATTAN,night,5,0.6363474361576339,12.476279367202894
QUEENS,day,5,0.3254899818441882,8.732809378245582
QUEENS,night,1,0.4004578579090472,14.905391594017932
BROOKLYN,night,3,0.5241256449611753,13.341261168325694
MANHATTAN,night,2,0.12409352713281507,15.340068596083391
BRONX,day,3,0.1827441423287539,9.69403901162433
MANHATTAN,day,4,0.7173362986373977,16.70351637807715
QUEENS,day,5,0.4860729826457565,9.747881316474738
STATEN ISLAND,day,3,0.8783111997999059,14.182012471028795
BROOKLYN,day,3,0.7252048032797795,16.60154237015529
MANHATTAN,day,3,0.10729084748259021,14.179650409613377
QUEENS,day,2,0.6550410976904213,17.398926064912487
BRONX,day,5,0.18435237945374477,9.300512925681211
BROOKLYN,day,4,0.8028398618114448,15.922695289440593
STATEN ISLAND,day,3,0.9923569194506517,13.790522883856596
MANHATTAN,night,2,0.5780789148173604,16.431316296527065
BROOKLYN,day,2,0.7145015501747173,16.15085600410585
QUEENS,day,1,0.31358274480527637,16.907854318692507
BRONX,night,4,0.4938379693784142,11.849773178251027
MANHATTAN,day,3,0.8704857990127453,18.37264556172131
BRONX,day,2,0.2506806529716261,14.572452575301934
BROOKLYN,day,3,0.33898204505238594,12.168614969444093
BROOKLYN,day,4,0.5008903077574272,11.951437148451737
MANHATTAN,night,2,0.7410240026596125,19.669237246265155
BRONX,day,4,0.4382955593161064,11.018341957133396
MANHATTAN,day,4,0.9349590518047035,16.327074968965146
BROOKLYN,day,5,0.18501134614184728,8.063524206330273
MANHATTAN,day,3,0.43372377779036275,14.142461931338325
BRONX,night,2,0.7380587110855797,17.0419872892923
QUEENS,day,3,0.3033880890953432,11.232582766762741
QUEENS,day,2,0.6907718208067056,15.13748049046293
MANHATTAN,day,2,0.24779526240461136,15.254197209762905
QUEENS,day,3,0.15038225637551775,10.163799775891453
BROOKLYN,day,3,0.20891414507378397,11.385152876141188
BRONX,night,4,0.9369863048207212,14.063547208892322
BRONX,night,1,0.5965757946455962,17.68425300959879
MANHATTAN,night,3,0.8167111979316841,18.141064747835756
QUEENS,night,4,0.3993890508145461,13.00386319386927
MANHATTAN,night,4,0.633392783096902,13.345951386937328
BROOKLYN,day,4,0.5454569203344924,15.525842934171655
MANHATTAN,night,4,0.9511641634620646,15.076921229655262
BROOKLYN,night,5,0.7728171724486993,14.12356984890999
BROOKLYN,night,2,0.7574883683469211,16.657638649436457
QUEENS,day,3,0.1417179424908516,10.076058702346522
BROOKLYN,day,1,0.594702702103322,17.171860175530327
QUEENS,night,1,0.5202923085116333,16.718962765746674
BROOKLYN,night,2,0.935058039945575,19.373843864886574
MANHATTAN,night,2,0.331607789370579,16.25929227639455
QUEENS,day,2,0.3428501079619849,12.895743683335438
MANHATTAN,day,2,0.47021162399335037,15.168784410943255
BROOKLYN,day,1,0.31903274206573845,15.173746391391044
QUEENS,night,5,0.21626552602787455,8.272100636318571
BROOKLYN,day,1,0.8716733619857208,19.613690127878137
MANHATTAN,day,4,0.6024488719635243,12.875707113279152
BROOKLYN,night,2,0.8752264470609101,18.61249633877181
BRONX,day,5,0.8480212888633263,15.727220947614002
QUEENS,night,4,0.35383811931070397,10.294289221317394
QUEENS,day,3,0.5929636998918466,13.534049863852761
QUEENS,night,3,0.17489593246606341,12.008417445418655
MANHATTAN,day,1,0.9237266956276826,20.233643971495784
BROOKLYN,night,5,0.46383644355863785,11.617694261192964
QUEENS,night,4,0.4543085655001192,10.690754427615927
MANHATTAN,day,4,0.3724798335561579,14.719662447207787
MANHATTAN,day,3,0.5145973702396335,15.458612873668372
MANHATTAN,day,2,0.32658344789090327,14.678764872398817
BROOKLYN,night,4,0.43736704551712413,11.536455756498178
STATEN ISLAND,night,2,0.8199523437263937,15.713130530971917
MANHATTAN,day,3,0.8508299532266547,18.8776942954719
BROOKLYN,day,1,0.3737642298656645,15.106966285005281
MANHATTAN,day,5,0.5221129874975091,11.092204414182403
STATEN ISLAND,night,2,0.886437798652047,16.087853022927792
MANHATTAN,night,2,0.14740599864672743,14.239313431095404
BROOKLYN,day,3,0.9002304657962069,16.526166396499193
QUEENS,day,4,0.29726591108709854,8.742755024397585
QUEENS,day,3,0.7106853197929383,14.339667358339538
BROOKLYN,day,2,0.6242965267461402,16.53846660402795
BROOKLYN,day,1,0.597646673370327,17.330985974811384
BROOKLYN,day,4,0.8734242022775393,15.901387901661202
MANHATTAN,day,5,0.19141492928019516,10.847487154825645
MANHATTAN,day,4,0.4123252227930725,12.686049908479697
BROOKLYN,day,3,0.5844274717102891,15.075428470337755
MANHATTAN,day,5,0.8301599685514358,11.302772598765207
MANHATTAN,day,3,0.29479877507050434,13.11086871136408
QUEENS,night,3,0.8226368572368487,16.752925602149013
STATEN ISLAND,night,3,0.45967463424454214,11.87976122277439
QUEENS,day,3,0.2700224707903259,11.070432048466765
MANHATTAN,day,4,0.7830877963991344,17.92329738783149
MANHATTAN,night,3,0.18180901132709304,15.064651201861071
STATEN ISLAND,night,2,0.5632906366678987,15.22247903331993
MANHATTAN,day,2,0.15748820547569958,15.690366069368105
MANHATTAN,day,1,0.42077606964200887,14.963921951123364
BROOKLYN,day,3,0.6409691191057534,14.221237545432949
QUEENS,day,2,0.6005039873384918,15.139326469892415
QUEENS,day,2,0.46418987611419993,14.534058076101964
MANHATTAN,day,3,0.4861431945749042,14.271997939568122
MANHATTAN,night,3,0.3040925980156899,10.616570337282369
STATEN ISLAND,day,4,0.5102943295816926,11.580142684731273
MANHATTAN,day,3,0.9579293701487508,18.57892585990361
QUEENS,day,4,0.8654076260054113,16.14742811894315
QUEENS,day,5,0.23070958216870943,7.5536411663666545
QUEENS,day,4,0.12680270858882883,8.380021816491505
BROOKLYN,day,3,0.9401718814449675,13.895135846234925
MANHATTAN,night,2,0.5740747748926729,16.67920583289331
BROOKLYN,day,5,0.584054040834377,12.677685402698057
BRONX,night,2,0.8026461961358701,16.783078840251893
BRONX,night,2,0.3832200764841939,17.363064279399637
MANHATTAN,day,3,0.533716811952402,14.861245474743184
MANHATTAN,day,1,0.9717966218320638,21.393068783054684
BRONX,day,5,0.7049338182391665,10.44634612185667
QUEENS,night,3,0.23837052879620735,12.094072851385683
BRONX,night,3,0.21990407318591798,9.75419272188523
MANHATTAN,night,3,0.2838382824997049,14.377386382263854
BROOKLYN,day,3,0.7900405069786458,17.004577106843694
QUEENS,night,1,0.36583930345655447,17.409105181671418
QUEENS,day,3,0.11924996200757182,9.75116229052799
BROOKLYN,day,4,0.9497569271550956,15.766094568465025
MANHATTAN,day,3,0.2527420747554196,14.019403357174031
BROOKLYN,day,4,0.10860236753326173,10.636653354962572
MANHATTAN,night,2,0.3134184421449907,14.298860743780619
BROOKLYN,day,2,0.31152590840632033,11.754540137173715
STATEN ISLAND,day,2,0.47980472576115074,14.535083073708858
BROOKLYN,day,3,0.9283508483500331,16.85128090030331
BRONX,night,4,0.8912664260011881,14.213227057453995
MANHATTAN,night,4,0.5112050994841851,14.339567583105763
QUEENS,day,3,0.4698099144926259,13.199860998416748
STATEN ISLAND,day,3,0.5995081778273661,11.71376909255652
MANHATTAN,day,4,0.3191086107745892,9.856463223119365
MANHATTAN,night,2,0.14696649276972656,12.900526284843425
BROOKLYN,day,2,0.9453017225540861,21.616075950321704
MANHATTAN,day,5,0.26802908638945544,11.109521190250788
QUEENS,day,3,0.2785606563211448,12.236979076457455
BRONX,day,5,0.5252142959685528,10.695899811172628
BROOKLYN,night,2,0.5424520103562976,15.829066539379014
MANHATTAN,day,4,0.11659078873066775,12.258475306780253
BROOKLYN,day,2,0.23315926489657363,13.526820331543613
QUEENS,day,2,0.4403393367046676,15.35451018140149
MANHATTAN,day,3,0.7153576241594851,15.931711016686739
BROOKLYN,night,2,0.30557661114874224,16.9144359306689
QUEENS,day,2,0.48071300161758646,15.815380719608278
QUEENS,night,2,0.6016105582448201,17.205136806211684
MANHATTAN,night,1,0.8997332451609629,20.046974363920373
QUEENS,day,4,0.393463452094411,12.427275773694578
MANHATTAN,day,3,0.22020243927713518,12.756222944827748
MANHATTAN,day,1,0.5403450033078474,18.544284310220426
BRONX,night,2,0.7720494415156559,19.280378574595115
QUEENS,day,2,0.1988737813474601,11.84134951065079
MANHATTAN,day,3,0.4822151425272644,15.078295703993698
MANHATTAN,day,1,0.1160066271362351,16.179649386608002
MANHATTAN,night,4,0.13020326348252603,11.570326469597392
MANHATTAN,day,1,0.5346580268949991,17.834335783105335
MANHATTAN,day,2,0.36837756833583646,18.197971115152637
MANHATTAN,day,4,0.8605965691048709,14.13995943677335
BROOKLYN,day,4,0.6419388755138088,15.323265157198723
QUEENS,night,1,0.5085396655686913,18.163586552906462
QUEENS,day,4,0.46714183394886677,13.917488468192055
QUEENS,night,3,0.5475209321706069,11.85301354065956
MANHATTAN,night,4,0.1363949480913952,9.943969377126416
STATEN ISLAND,day,3,0.9035140207785939,17.063172806054826
BRONX,night,3,0.9984728401605625,14.937626475487285
BRONX,day,5,0.26333841237282885,7.28394899917489
BRONX,day,2,0.20834466829715775,13.068270999877736
BRONX,night,3,0.22921971710373573,12.420320707521002
BROOKLYN,day,3,0.6949243524109304,17.427678379049578
MANHATTAN,day,1,0.6952967546056973,19.197109807020603
QUEENS,day,1,0.8631317460505699,18.280469371651254
QUEENS,night,2,0.7766437495836279,17.221852297529292
QUEENS,day,3,0.5047207060324058,14.044200369163919
BROOKLYN,day,3,0.6515698254087869,15.76469165176144
MANHATTAN,day,3,0.7194562033312071,16.16288187211123
BROOKLYN,night,1,0.5614628232567027,15.50340501446679
BRONX,night,3,0.528085886006473,13.031419072114476
BROOKLYN,day,5,0.680587701078388,13.928145359330477
BROOKLYN,night,3,0.6017270940780883,15.135708837079493
